Entry content,Entrycontent link
"típ1 -a m (ȋ) \n1. kar tvorijo izdelki iste vrste zaradi določenih enakih lastnosti, značilnosti, zlasti glede oblike, zgradbe: izdelovati, opisovati tipe; tovarna načrtuje nov tip stroja; športni tip avtomobila; tipi ladij, letal, motorjev / uporabljati pri tiskanju več tipov črk; predpisati tip moke za polbeli kruh; čevlji tipa mokasin\n // kar tvorijo stvari iste vrste zaradi določenih enakih lastnosti, značilnosti sploh: proučevati tipe organizmov; deliti ljudi v tipe po duševnih, telesnih lastnostih; mediteranski tip hiše; panonski tip vasi; podnebni tipi; poskus razvrstitve stilnih tipov; tipi slovarjev; tipi srednjih šol / afriški, nordijski tip človeka; materinski tip ženske; praktični, razmišljajoči tip človeka; bila je športni tip; sin je drugačen tip kot oče / slušni tip človeka ki si najbolje zapomni to, kar sliši\n● pog. ona ni moj tip ne ustreza mojemu okusu, predstavam\n2. v povedni rabi, z rodilnikom kar ima v veliki meri lastnosti, značilnosti, zaradi katerih se uvršča v posebno skupino stvari iste vrste: ta zgradba predstavlja tip enostanovanjske hiše; to je čisti tip gotske stavbe / ta človek je bil tip povojnega aktivista; to je tip modernega pisatelja / z oslabljenim pomenom: humoreska gogoljevskega tipa; pesmi izpovednega tipa izpovedne pesmi\n3. slabš. človek z določenimi negativnimi lastnostmi: ta tip je še vsakega ogoljufal; s tem tipom nočem imeti opravka; nevaren, sumljiv tip\n // ekspr. človek, oseba sploh: ogovoril ga je neznan tip; bil je zanimiv tip / ona ni tip, ki bi to mirno uredil\n4. lit. literarni lik, za katerega je značilna kaka zelo poudarjena, lahko razpoznavna značajska poteza: v pravljici ostajajo ljudje od začetka do konca tipi; veseloigra z ustaljenimi tipi; tip hinavca, skopuha, upornika\n♦ antr. brahikefalni, dolihokefalni, mikrokefalni tip človeka; gozd. gozdni tip gozd glede na drevesne vrste, starost in višino dreves ter glede na način gospodarjenja z njim; lingv. mešani naglasni tip; samostalnik roka se sklanja po tipu gora; med. piknični tip človeka; psih. tip razred, kategorija oseb s skupnimi prevladujočimi duševnimi, telesnimi lastnostmi; ekstravertirani, introvertirani tip človeka; um. cerkev dvoranskega tipa; zool. osnovni tip značilni predstavnik kake živalske skupine\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",típ
"tnálo -a s (á) \n1. nerazsekan večji kos debla, na katerem se sekajo, cepijo drva: zasaditi sekiro v tnalo; sekati drva na tnalu; grčavo, veliko tnalo; neroden je kot tnalo\n● dati, položiti glavo na tnalo nekdaj biti kaznovan z obglavljenjem; njegove obtožujoče besede so padale po njej kakor sekira po tnalu bile izrečene brez prizanašanja, usmiljenja\n // navadno s prilastkom temu podoben podstavek, na katerem se seka, reže: presekati kost na tnalu / kleparsko, mesarsko tnalo\n2. prostor za sekanje, cepljenje drv: pospraviti tnalo; pripeljati drva na tnalo\n3. slabš. neumen, okoren človek: izšolala ga bosta, da ne bo tako tnalo kot onadva / kot psovka tnalo neotesano\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tnálo
"tólči tólčem [ou̯] nedov., tólci tólcite in tolcíte; tólkel tólkla (ọ́) \n1. slišno, navadno močneje udarjati: delavci tolčejo; tolči po bobnu, vratih; tolkla ga je po hrbtu, ker se mu je zaletelo; od jeze tolči po mizi; tolči s kladivom; žolna tolče s kljunom po deblu; pri plesu je s petami tolkel ob tla; enakomerno, močno, rahlo tolči / veje so jih tolkle po obrazu / dež tolče po šipah; razburkano morje je tolklo ob obalo\n2. s slišnim, navadno močnejšim udarjanjem\na) delati iz česa majhne, drobne dele: tolči kamenje, poper; tolči v možnarju; tolči grude z motiko / tolči jabolka za mošt\nb) odstranjevati lupino: tolči lešnike, orehe\nc) odstranjevati kaj sploh: tolči omet z zidu\n3. s slišnim, navadno močnejšim udarjanjem obdelovati: tolči glino; tolči po perilu, razbeljenem železu / tolči maslo mesti; tolči smetano stepati\n // ekspr. mešalnik tolče tudi sneg dela, meša\n4. močno udarjati z namenom povzročiti bolečino: tolči konja; tolči koga s pestjo\n // pog. tepsti, pretepati: vsak dan ga tolče\n5. nav. 3. os., ekspr. močno padajoč udarjati ob podlago: spet dežuje, vmes pa tolče toča; toča tolče po strehi, šipah\n6. ekspr. dajati močne, kratke glasove pri delovanju: brzojav tolče; po vinogradih tolčejo klopotci / ura tolče tri bije; brezoseb. v zvoniku tolče polnoč / v motorju nekaj tolče\n7. ekspr. iti, hoditi trdo udarjajoč ob podlago: dolgo smo tolkli po kamnitem tlaku / šla sva po bližnjici, da ne bi tolkla trde ceste / pot, ki jo je tolkel dvakrat na dan po kateri je šel, hodil; pog. skupaj jo tolčeta navkreber\n8. ekspr. delati sunkovite gibe z delom telesa, navadno zaradi razburjenosti: pes tolče z repom; tolči s krili\n9. ekspr. močno biti, utripati: srce glasno, hitro, razburjeno tolče; srce mu tolče kot kladivo / knjiž. kri mu je tolkla v sencih; brezoseb. v glavi mi tolče\n10. ekspr. silovito vojaško napadati, zlasti s streljanjem: tolkla sta jih dva bataljona; tolči sovražnika iz zasede\n // silovito streljati: z brzostrelko tolči po kom; z brega tolči na cesto, proti hiši / pod njimi je tolkel mitraljez / letala so tolkla mesta silovito bombardirala\n11. publ., navadno v zvezi s po kritizirati, napadati: če le more, tolče po svojih nasprotnikih / kritika tolče po idejni osnovi dela\n12. ekspr. povzročati škodo, težave; prizadevati: kmete tolčejo slabe letine; tolče nas naša neodločnost / davki tolčejo trgovino\n13. ekspr. s težavo govoriti kak jezik: madžarščino že malo tolče; slabo, za silo tolče nemščino\n // govoriti kak jezik sploh: francoščino pa že dobro tolčeš; tekoče smo tolkli po rusko\n14. ekspr. živeti, shajati: laže bi tolkli, če bi imel redno delo; nekako že tolčemo / tolči pomanjkanje, revščino živeti v pomanjkanju, revščini; kakšno življenje tolčete tukaj kako živite\n● ekspr. vse leto tolčejo krompir jedo; ekspr. ljudje so tolkli lakoto so bili lačni; ekspr. tolči rekord presegati; publ. določilo tolče zakon je v nasprotju z njim; slabš. tolči mimo, v prazno govoreč, razpravljajoč o čem ne zadeti bistva\n♦ etn. tolči kozo otroška igra, pri kateri igralci mečejo v stoječ predmet kamne, da bi ga prevrnili; šport. tolči žogo čez mrežo v skoku z močnim udarcem navzdol pošiljati žogo v nasprotnikovo polje\ntólči se \n1. ekspr., v zvezi z na, po z močnim udarjanjem po kakem delu na sebi izražati podkrepitev tega, kar določa sobesedilo: tolkel se je po prsih in se hvalil, kaj je napravil; vse to sem sam zaslužil, se je tolkel po denarnici / nič takega niste naredili, da bi se lahko tolkli po prsih hvalili\n2. ekspr. udeleževati se oboroženega spopada, boja; bojevati se: nekaj borcev se še tolče; tolči se za svobodo; tolči se s sovražnikom; junaško se tolči\n // zelo si prizadevati za kaj: tolči se za prvo mesto; že dolgo se tolčejo, da ne bi odpuščali delavcev\n3. ekspr. biti v nasprotju s čim; biti se: njegovo mnenje se je tolklo z mnenji drugih / barve se tolčejo niso skladne\n4. ekspr., navadno s prislovnim določilom (s težavo) se preživljati: z večjimi dohodki bi se lažje tolkla / s težavo se tolče skozi življenje\n● ekspr. zaradi tega se boste še tolkli po glavi se boste kesali; to boste še obžalovali; ekspr. nič se ne tolci po prsih, je že prepozno ne izražaj obžalovanja\ntólčen -a -o: poti so nasipali s tolčenim kamenjem; tolčena smetana stepena smetana\n♦ um. tolčeni baker izdelek iz bakrene pločevine, v katero so vtolčene reliefne podobe\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tólči
"tôlpa -e ž (ó) \n1. slabš. organizirana skupina ljudi, ki se ukvarja z nezakonito, nedovoljeno dejavnostjo: odkriti, uničiti tolpo; oborožena tolpa; ponarejevalska, tihotapska tolpa; tolpa žeparjev; vodja tolpe / krasti v tolpah\n2. slabš. skupina ničvrednih, malovrednih ljudi: okrog njih so se zbirale grozeče tolpe; prišel je s svojo tolpo\n3. star. skupina ljudi: tolpa otrok, radovednežev\n // trop, krdelo: tolpa ovc / volkovi so se zbirali v tolpe\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tôlpa
"tràp trápa m (ȁ á) pog., slabš. neumen, nespameten človek: ne bodi trap; jaz, trap, sem mu verjel in posodil denar / zaljubljen trap / kot psovka molči, trap\n● nar. dolenjsko namesto, da bi delal, pa trape lovi okrog se potepa, pohajkuje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tràp
"trápa -e ž (á) pog., slabš. neumen, nespameten človek, zlasti ženska: njena prijateljica je trapa / naivna, zaljubljena trapa / kot psovka trapa, kaj pa govoriš \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trápa
"traparíja -e ž (ȋ) pog., slabš. \n1. neumnost: govoriti traparije; noče poslušati traparij / početi traparije / kot vzklik nobenih traparij\n2. neprimerna, neustrezna stvar: kupuje traparije / čustva so zanj traparija\n● pog. same traparije mu gredo po glavi razmišlja o neresnih, lahkomiselnih stvareh; pog. za vsako traparijo je še rad se še zabava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",traparíja
"trápast -a -o prid. (á) pog., slabš. \n1. neumen, nespameten: preveč so trapasti, da bi se tega naučili; dela, kakor da je trapast zelo\n // da moreš biti tako trapast, da jim verjameš / kot psovka trapa trapasta / trapast nasvet\n2. duševno bolan, duševno nerazvit: ravno toliko je trapast, da mu nič ne morejo / tako si prizadeva, da je čisto trapast; kar trapast je od skrbi zmeden\n // ima trapast obraz\n3. neprimeren, neustrezen: kdo bo poslušal to trapasto glasbo; trapasta primerjava; trapasto ime\n● pog., slabš. naredi se trapastega in vprašaj kot da nič ne veš; pog., slabš. trapast je na ženske ima veliko slo po ženskah\ntrápasto prisl.: trapasto gledati, govoriti; prav trapasto si se zmotil / v povedni rabi trapasto se mi zdi, da je šel\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trápast
"trapáti -ám nedov. (á ȃ) pog., slabš. \n1. neumno, nespametno govoriti, ravnati: povej kaj pametnega, kaj trapaš; verjamem mu, pa če še tako trapa / pretepli so ga. Nikar ne trapaj izraža začudenje, zavrnitev\n2. preh. mešati, begati: trapati otroka s fantastičnimi zgodbami / ljubezen ga trapa\n3. tavati, bloditi: kaj bi trapali okoli, tu ostanite; trapati po hribih / kam pa trapaš greš\n● pog., slabš. trapa za ženskami prizadeva si pridobiti njihovo ljubezensko naklonjenost; nar. ne trapaj toliko, saj bomo naredili ne prizadevaj si, ne muči se; pog., slabš. nekaj časa je bil v redu, zdaj pa spet trapa lahkomiselno, lahkoživo živi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trapáti
"trapè -éta s (ȅ ẹ́) pog., slabš. neumen, nespameten človek: trape je staro hišo res kupilo / kmečko trape / kot psovka trape zmešano, kaj si pa mislila \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trapè
"trapè -éta m (ȅ ẹ́) pog., slabš. neumen, nespameten človek: kakšen trape sem bil, ko sem jim verjel \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trapè
"trápec -pca m (ȃ) pog., slabš. neumen, nespameten človek: trapec je njihovim obljubam verjel / kot psovka: trapec, kaj pa govoriš; trapec trapasti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trápec
"trápež -a m (ȃ) pog., slabš. neumen, nespameten človek: trapež je goljufivca celo pogostil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trápež
"trapšè -éta m (ȅ ẹ́) pog., slabš. neumen, nespameten človek: trapše jim je verjel in dal denar \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trapšè
"trapšè -éta s (ȅ ẹ́) pog., slabš. neumen, nespameten človek: le kaj si je trapše mislilo, da bo doseglo / kot psovka molči, trapše zmedeno \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trapšè
"trdè -éta m (ȅ ẹ́) slabš. neroden, okoren človek: tak trde je, da mu morajo drugi iskati nevesto \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trdè
"trdè -éta s (ȅ ẹ́) slabš. neroden, okoren človek: niso vedeli, da je tako trde \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trdè
"tŕdež -a m (ȓ) \n1. slabš. neroden, okoren človek: kakšni nevzgojeni trdeži so ti ljudje\n2. nar. trda, steptana tla: Pa naj zleze črv, če more, v trdež na dvoru, na katerega in s katerega so tolikokrat vozili s težkimi .. parizarji (J. Jalen) \n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tŕdež
"trobéntati -am nedov. (ẹ̑) \n1. igrati (na) trobento: trobentač trobenta\n2. ekspr. glasno, doneče se usekovati: ves dan že smrka in trobenta / trobentati z nosom\n3. preh., slabš. glasno, vsiljivo govoriti, pripovedovati: o svojih uspehih trobenta po vsem mestu / nehajte že trobentati neumnosti\ntrobentajóč -a -e: trobentajoč glas\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trobéntati
"trobezljáč -a [bəz in bez] m (á) slabš. kdor nepremišljeno govori, pripoveduje: dovolj mi je tega trobezljača \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trobezljáč
"trobezljáti -ám [bəz in bez] nedov. (á ȃ) slabš. nepremišljeno govoriti, pripovedovati: ne zaupaj mu, on rad trobezlja; ne trobezljaj preveč / trobezljati neumnosti\n // govoriti, pripovedovati: o tem so trobezljali po vsej vasi \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trobezljáti
"trobílce -a s (ī) manjšalnica od trobilo: otroško trobilce\n● slabš. bil je urednik nekega strankarskega trobilca glasila, časopisa \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trobílce
"trobílo -a s (í) \n1. nav. mn. glasbilo v obliki cevi, na katero se igra s pihanjem skozi napete, ustrezno oblikovane ustnice: igrati na trobilo; zvoki trobil / trobila v orkestru so odlična trobilci\n2. lijakasta priprava za okrepitev glasu, zvoka: nastaviti trobilo na usta; trobilo iz lepenke / z dlanmi narediti trobilo pred usti\n3. knjiž. zvočna signalna naprava pri motornih vozilih; hupa: vozniki so pritiskali na trobila; trobilo avtomobila\n4. slabš. kdor kaj glasno, vsiljivo širi, razširja: imajo ga za svoje trobilo / junak romana je trobilo avtorjevih idej\n● slabš. urednik strankarskega trobila glasila, časopisa\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trobílo
"trobíti in tróbiti -im nedov. (ī ọ́) \n1. igrati na trobilo: zna peti, gosti in trobiti / trobiti na trobento\n // dajati zvočne signale s trobilom: lovec, pastir trobi; trobiti na rog / preh.: trobentač trobi zbor, umik; brezoseb. trobilo je konec alarma\n♦ lov. trobiti halali dajati znak z rogom pri večjem lovu s konji in psi, da je divjad uplenjena\n2. s pihanjem v ozek, cevast predmet skozi ustrezno oblikovane ustnice povzročati močne, doneče glasove: naučiti se trobiti; trobiti s trobento; glasno trobiti / trobiti na rog, v rog\n3. dajati močne, doneče glasove: parnik trobi / rogovi, trobente trobijo\n // oglašati se s takimi glasovi: slon trobi\n4. dajati signale s hupo: nasproti vozeči vozniki so mu trobili / avtomobili so trobili vsevprek\n5. preh., slabš. glasno, vsiljivo širiti, razširjati: trobiti laži; tega ni treba trobiti po mestu; ne verjemi vsemu, kar trobi propaganda\n // kar naprej govoriti, ponavljati: nehajte že trobiti eno in isto; od vseh strani nam trobijo, naj potrpimo\n● ekspr. v isti rog trobiti s kom mu v vsem pritrjevati\ntrobèč -éča -e: trobeči lovci; trobeča godba\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trobíti
"trohnéti -ím nedov. (ẹ́ í) razkrajati se, razpadati zlasti zaradi delovanja vlage: les trohni; truplo trohni v grobu; gniti in trohneti\n● slabš. že leta trohni v tem kraju živi v nedejavnosti, negibnosti\n♦ biol. razkrajati se zaradi delovanja mikroorganizmov ob primerni vlagi in toploti\ntrohnèč -éča -e: trohneč les; trohneče listje; trohneča trupla\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",trohnéti
"tróla2 -e ž (ọ̑) slabš. neumna, nespametna ženska: ta trola nič ne razume \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tróla
"tulíti in túliti -im nedov. (ī ú) \n1. oglašati se z močnim, zateglim, temnim glasom: psi, volkovi tulijo / bik je tulil rjovel\n // ekspr.: tulil je in hropel, da ga je bilo groza poslušati; ranjenec je tulil od bolečine\n // dajati tuljenju podobne glasove: morje je tulilo / granate so jim tulile nad glavami\n // z močnim, zateglim, enakomernim glasom dajati signale: sirene tulijo / preh. tuliti alarm\n2. slabš. zateglo, divje kričati: na cesti je tulila množica; začel je tuliti in psovati / tulile so druga na drugo / preh. tuliti parole, povelja; vrzimo ga v vodo, so tulili / preh. tulili so pesmi glasno prepevali\n3. ekspr. glasno, zateglo jokati: ženske so tulile, da jih ni bilo mogoče poslušati; tulila je od jeze, togote / otrok je celo noč tulil jokal\n4. ekspr. nastopati, pojavljati se z veliko silo, intenzivnostjo: burja tuli okrog oglov; zunaj je tulil veter, vihar; pren. groza ji je tulila v srcu\n● kdor se z volkovi druži, mora z njimi tuliti kdor je v družbi z moralno negativnimi osebami, mora tem prilagoditi svoje izjave, ravnanje\ntulé knjiž.: veter je tule pihal od juga tuleč\ntulèč -éča -e: zver se je tuleč dvignila na zadnje noge; tuleči glasovi; tuleča množica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tulíti
"tútka -e ž (ȗ) slabš. nezgovoren in bojazljiv človek: ta fant je prava tutka; ne bodi taka tutka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tútka
"tvésti tvézem in tvêsti tvêzem nedov., tvézel; tvézen (ẹ́; é) slabš. govoriti, pripovedovati veliko neresničnega, izmišljenega: kaj vse jim je tvezel; tvesti komu o dekletih / tvesti laži, neumnosti / da ne boš o tem tvezla drugim govorila, pripovedovala \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tvésti
"tvéza -e ž (ẹ̄) knjiž., slabš. neresnična, izmišljena govorica, pripoved: ponavljati, širiti kake tveze \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",tvéza
"učenjákar -ja m (ȃ) slabš. učenjak: težko razumljivo razpravljanje učenjakarjev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",učenjákar
"učenjákarica -e ž (ȃ) slabš. učenjakinja: suhoparna učenjakarica \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",učenjákarica
"učenjákarski -a -o prid. (ȃ) slabš. učenjaški: učenjakarska natančnost / učenjakarski izrazi / bodi manj učenjakarski, kdo te bo pa razumel\nučenjákarsko prisl.: učenjakarsko razlagati\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",učenjákarski
"učenjákarstvo -a s (ȃ) slabš. učenjaštvo: posmehovati se učenjakarstvu / razložiti brez nepotrebnega učenjakarstva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",učenjákarstvo
"udíniti se -im se dov. (ī ȋ) slabš., z dajalnikom začeti pretirano vdano opravljati določeno delo, nalogo za koga zaradi svojih koristi: udiniti se tujcem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",udíniti se
"udínjati se -am se nedov. in dov. (í) \n1. hoditi na dnino: udinjati se pri kmetih za hrano / udinjati se pri pospravljanju žita\n2. opravljati priložnostno delo za plačilo: udinjati se na ladji, po hišah / udinjati se za domačega učitelja\n3. slabš., z dajalnikom pretirano vdano opravljati določeno delo, nalogo za koga zaradi svojih koristi: udinjati se okupatorju / udinjati se politiki\nudínjati nekdaj jemati v službo, navadno na kmetijo za eno leto: ob novem letu udinjajo nove hlapce in dekle\n // dajati v službo, navadno na kmetijo za eno leto: revni starši so otroke udinjali za pastirje in pestunje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",udínjati se
"úlica -e ž (ú) \n1. načrtno speljana pot, zlasti za promet z vozili, znotraj kakega naselja, navadno s pločnikom ob straneh: ulica drži, pelje na grad; ulice se križajo; prečkati ulico; razsvetliti ulice; na ulicah je veliko ljudi; ob vseh ulicah v naselju so zelenice; hoditi, peljati se, sprehajati se po ulici; asfaltirana, makadamska, tlakovana ulica; dolga, ozka, široka ulica; glavna, stranska ulica; mestne ulice; mirna, samotna, ekspr. živahna ulica; ime ulice; stati na vogalu ulice / enosmerna ulica po kateri poteka promet samo v eni smeri; slepa ulica ki ima izhod samo na enem koncu\n // mn., star. stanoval je na Florjanskih ulicah na Florjanski ulici\n // taka pot in prostor na obeh straneh te poti, na katerem so navadno hiše: vsi smo iz iste ulice; imeti delavnico v majhni, zakotni ulici / poslovna, stanovanjska, trgovska ulica / skrbeti za urejenost pločnikov in zelenic na ulici / stanuje v Čopovi ulici številka 5\n // stanovalci, prebivalci hiš ob ulici: naša ulica je prva priskočila na pomoč; ekspr.: vsa ulica se je zgražala nad njim; ne zganjajte takega hrupa, saj boste zbudili celo ulico\n2. ed., slabš. neosveščeni, nekulturni ljudje: v drami je dobro prikazal ulico in salon; jezik, nasilje ulice\n3. ekspr., v zvezi slepa ulica zelo neprijeten, zapleten položaj: spraviti kaj, koga iz slepe ulice; zabresti v slepo ulico; pogajanja med velesilama so zašla v slepo ulico v položaj, iz katerega navidez ni izhoda\n4. mn., star. ograjena pot, steza, po kateri hodi živina na pašo: srečala sta se na ulicah\n● slabš. otroka je vzgajala ulica prepuščen je bil slabim vplivom pouličnega življenja; publ. študenti so šli na ulice so demonstrirali; ekspr. mladina veliko časa preživi na ulici na javnih mestih, v javnih lokalih, na ulici sploh\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",úlica
"umetníčiti -im nedov. (í ȋ) slabš. izražati se oblikovno zapleteno, nenaravno: ta glasbenik, pesnik rad umetniči / umetničiti v melodiji\n // delati kaj oblikovno zapleteno, nenaravno: umetničiti govor \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",umetníčiti
"umetnjákar -ja m (ȃ) slabš. umetnik: dolgolasi, ekstravagantni umetnjakar / cirkuški umetnjakarji \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",umetnjákar
"umetnjákarski -a -o prid. (ȃ) slabš. umetniški: umetnjakarska družba / biti umetnjakarske narave \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",umetnjákarski
"umetnjákarstvo -a s (ȃ) slabš. umetniška dejavnost: opustiti svoje umetnjakarstvo\n // umetnost: razvrednotiti ekspresionizem kot umetnjakarstvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",umetnjákarstvo
"usésti se usédem se dov., stil. usèl se uséla se; nam. usést se in usèst se (ẹ́ ẹ̑) \n1. zaradi lastne teže\na) postati nižji, gostejši: sneg se je usedel; prekopana zemlja se je hitro usedla\nb) premakniti se v smeri navzdol: gošča se hitro usede / na pohištvo in stene se je usedel prah / pusti kavo, da se usede\n2. namestiti se, spraviti se v tak položaj, da je teža telesa pretežno na zadnjici: usedi se in se odpočij; usesti se na stol, pod drevo; s težavo se usede\n // namestiti se, spraviti se v mirujoč položaj, dotikaje se podlage z nogami, s spodnjim delom telesa: čebela se je usedla na cvet\n3. nav. ekspr., s prislovnim določilom izraža, da osebek začne delati to, kar nakazuje določilo: usesti se h klavirju, k večerji / usedel se je na prvi vlak odpeljal se je s prvim vlakom\n4. postati nameščen tako, da se dobro, trdno prilega: os prečke se mora usesti v ležaj; vijak se je dobro usedel\n● žarg. besedilo se je igralcu že usedlo ga že dobro obvlada, zna; ekspr. usesti se na mehko pridobiti si (zelo) ugoden položaj, navadno brez večjega truda; slabš. usesti se na posestvo prilastiti si ga, polastiti se ga; ekspr. usesti se komu na vrat, za vrat dobiti oblast nad kom, začeti mu delati nasilje; ekspr. to doživetje se ji je usedlo v spomin si ga je zapomnila; ekspr. fant se ji je usedel v srce vzljubila ga je\nuséden -a -o: dvigniti usedeni prah; usedena zemlja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",usésti se
"uslúgar -ja m (ȗ) slabš. kdor dela usluge zaradi koristi: taki uslugarji ne sprejemajo plačil v denarju \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",uslúgar
"uslúgarstvo -a s (ȗ) slabš. dejavnost uslugarjev: z uslugarstvom si pridobiti posebne ugodnosti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",uslúgarstvo
"váljati -am nedov., tudi valjájte; tudi valjála (á) \n1. s premikanjem valja, valjarja po podlagi delati kaj\na) tanko, tanjše: valjati testo / valjati jeklo, pločevino / valjati v plošče, trakove\nb) bolj ravno: valjati zemljo; branati in valjati\nc) bolj trdno, sprijeto: težki valjarji valjajo cestišče / valjati blago, sukno\n2. premikati kaj po podlagi, navadno sem in tja, tako, da se vrti okoli svoje vzdolžne osi: valjal ga je po travi, da je bil ves zelen; valjati svinčnik po mizi, v roki / valjati grižljaj po ustih, v ustih / ekspr. otrok ves dan valja igrače po rokah se igra z njimi\n3. s takim premikanjem oblikovati kako snov, predmet v kaj valjastega: valjati glino v roki / valjati svaljke iz testa\n4. obračati v kakem živilu, da se to prime površine: valjati zrezke v moki, jajcu in drobtinah\n5. vulg. imeti spolni odnos, spolne odnose: mnogi so jo že valjali\nváljati se \n1. premikati se po podlagi, navadno sem in tja, tako, da se vrti okoli svoje vzdolžne osi: okoli ognjišča se valjajo mačice; valjati se po blatu, v prahu / po ovsu so se valjali divji prašiči / samo valja se po postelji, spati pa ne more; valjati se od bolečin, smeha\n2. ekspr., s prislovnim določilom biti, nahajati se kje nepospravljen, neurejen: časopisi se valjajo po policah; obleka se valja po stolih / po vseh kotih se valjajo kovanci\n3. slabš. biti, zadrževati se kje brez dela: naj pridejo delat k nam, namesto da se valjajo po pisarnah; cele popoldneve se valja po plaži / vse življenje se valja po mehkih blazinah\n● ekspr. valjati se v grehu nemoralno živeti; preg. lastna hvala se pod mizo valja hvaljenje samega sebe ni dosti vredno\n♦ navt. ladja se valja se premika navzgor in navzdol okrog prečne in vzdolžne osi hkrati; se opoteka\nváljan -a -o: valjana jeklena pločevina; valjana polst\n♦ teh. valjani profili\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",váljati
"vampír -ja m (í) \n1. po ljudskem verovanju mrtvec, ki vstaja ponoči iz groba in sesa ljudem kri: pravljice o vilah in vampirjih; kakor vampir je hlepel po krvi\n2. slabš. brezobziren, neusmiljen izkoriščevalec: lastnik tovarne je bil pravi vampir\n♦ zool. vampirji netopirji, ki se hranijo s krvjo toplokrvnih živali, Desmontidae; netopirji, ki se hranijo z žuželkami in rastlinskimi plodovi, Phyllostomidae\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",vampír
"vampírstvo -a s (ī) \n1. po ljudskem verovanju dejstvo, da je kdo vampir: rešiti koga vampirstva\n2. slabš. brezobzirno, neusmiljeno izkoriščanje: očitati lastnikom rudnika vampirstvo / duhovno vampirstvo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",vampírstvo
