New column,New column (1)
tálmi,"tálmi -ja m (ȃ) nekdaj zlitina bakra, cinka in enega odstotka zlata: to je talmi, ne zlato; neskl. pril.: okrasek iz talmi zlata\n● zastar. izkazalo se je, da je talmi učenjak nepravi, lažni \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tambúr,"tambúr in támbur -ja m (ū; ā) \n1. zastar. (vojaški) boben: udarjati na tambur, po tamburju\n2. nekdaj (vojaški) bobnar: pred četo je korakal tambur\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tambúrati,"tambúrati -am nedov. (ȗ) zastar. igrati (na) tamburico: rad je pel in tambural \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tamburína,"tamburína -e ž (ȋ) zastar. tamburin: udarjati na tamburino \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
támo,"támo prisl. (ȃ) zastar. tam: tamo gori stoji grad / največji reveži so ljudje tamo, kjer je sovraštvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
taríf,"taríf -a m (ȋ) zastar. tarifa: plačilo po določenem tarifu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tečáj,"tečáj -a m (ȃ) \n1. priprava, ki nosi vratno, okensko krilo in omogoča odpiranje, zapiranje: namazati tečaj; sneti s tečajev; ekspr. ob eksploziji so vrata skočila s tečajev; natakniti okno, vrata na tečaje / vrata so se stresla v tečajih\n2. geogr. točka na zemeljski površini, skozi katero gre zemeljska os: poldnevniki segajo od tečaja do tečaja; sploščenost zemlje ob tečajih; južni, severni tečaj / zemeljski tečaj\n3. skupek organiziranih predavanj, vaj, ki navadno omogoča določeno usposobljenost: obiskovati, prirediti tečaj / vpisati se v tečaj / nadaljevalni, večerni, začetni tečaj; plavalni, strojepisni tečaj; tečaj angleščine; tečaj za vaditelje\n4. fin., navadno s prilastkom cena valute in vrednostnih papirjev: spremeniti, zvišati tečaj; menjati dolarje po uradnem tečaju; tečaj marke raste / drseči tečaj nihanje tečajev deviz in valut zaradi ponudbe in povpraševanja na trgu; emisijski tečaj cena nekaterih vrednostnih papirjev ob izdaji; obračunski tečaj za obračunavanje tujih valut na osnovi vrednosti določene valute\n // devizni tečaj\n● bibl. tečaj dolžinska mera, približno 200 m; stadij; zastar. učiteljišče je imelo štiri tečaje letnike; ekspr. mislil sem, da je svet skočil s tečajev da se je zgodilo kaj zelo hudega; ekspr. premikati svet v tečajih zelo spreminjati razmere na svetu; zastar. tečaj časopisa, revije letnik; tečaj gugalnega konjička, zibelke polkrožna deska, letev, ki omogoča zibanje; nar. mlin na tri tečaje kamne\n♦ astr. nebesni tečaj točka, okrog katere se nebo navidezno vrti; severni nebesni tečaj; ekon. borzni tečaj na borzi ugotovljena cena; paritetni tečaj razmerje denarnih enot dveh držav, ki upošteva njihovo uradno določeno valutno pariteto; geogr. tečaj mraza kraj z najnižjimi temperaturami na zemlji; strojn. tečaj del gredi, ki je v ležaju; šol. dopisni tečaj; intenzivni tečaj z zgoščenim, zelo hitrim učenjem\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tegínja,"tegínja -e ž (í) zastar. \n1. težava, nadloga: imeti mnogo teginj\n2. slabost, omotica: obšla ga je teginja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tegníti,"tegníti in tégniti -em nedov. (ī ẹ́) zastar. dajati: tegniti komu dovolj denarja / kaj mu tegne to predrznost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tehtovít,"tehtovít -a -o prid. (ȋ) zastar. tehten: tehtoviti razlogi \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tehtovítost,"tehtovítost -i ž (ȋ) zastar. tehtnost: tehtovitost razlogov \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tekmoválec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n tekmoválec -lca [u̯c tudi lc] m (ȃ) kdor tekmuje na tekmovanju, tekmi: tekmovalci igrajo drug z drugim; izkušen, vrhunski tekmovalec; smučarji tekmovalci\n● zastar. službo je dobil, čeprav je imel več tekmovalcev tekmecev\n♦ šport. diskvalificirati tekmovalca; tekmovalci v veleslalomu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tekmoválka,"tekmoválka -e [u̯k tudi lk] ž (ȃ) ženska, ki tekmuje na tekmovanju, tekmi: dresi tekmovalk; rezultati tekmovalk / tekmovalke za naslov miss sveta\n● zastar. v tem je bila dolgo brez tekmovalke tekmice \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tékniti,"tékniti -em nedov. in dov. (ẹ́ ẹ̑) \n1. vzbujati komu ugodje\na) ob zadovoljevanju potrebe, želje po jedi: neslana jed ne tekne; to jed rad jem, vendar mi danes ne tekne; večerja je vsem teknila\nb) star. ob zadovoljevanju kake potrebe, želje sploh; prijati, dobro deti: kajenje, pijača mu tekne / počitek jim je teknil\n2. zaleči: veliko jé, pa mu nič ne tekne\n● zastar. denar mu ni teknil koristil, pomagal\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
teleskóp,"teleskóp tudi teleskòp -ópa m (ọ̑; ȍ ọ́) fiz. daljnogled za opazovanje zvezd, ki da obrnjeno sliko: s teleskopom odkriti nov planet; opazovanje sonca s teleskopom\n● zastar. s teleskopom gledati plezalce z daljnogledom\n♦ astr. radijski teleskop elektronska naprava z anteno za sprejemanje radijskega sevanja iz vesolja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
telésnat,"telésnat -a -o prid. (ẹ̑) zastar. debel, obilen: telesnat človek \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
telesnína,"telesnína -e ž (ī) zastar. telo: težnost telesnin\n● zastar. izračunati telesnino prostornino \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
temà,"temà -è in tèma -e [təm] ž, rod. mn. tèm (ȁ ȅ; ə̀) \n1. stanje ozračja, ko je odsotna svetloba: nastala je tema; oči so se privadile teme, na temo; pesn. črna tema; ekspr. egiptovska tema popolna; gosta tema; tema v sobi; svetloba in tema / tema se dela temni se; knjiž. tema lega po dolinah; ekspr. na poti jih je ujela tema; ekspr. bliski parajo temo; knjiž. mrak se gosti v temo; ekspr. trd(n)a tema / tema noči, sobe / pri označevanju krajevnosti ali časovnosti: pokazati se iz teme; oditi v temo; tipati po temi; sedeti v temi; oditi pred temo / v povedno-prislovni rabi: bila je še tema; zelo tema je; tema je kakor v rogu; ekspr.: tema je, da bi jo lahko otipal, rezal; taka tema je, da ne vidiš prst pred nosom; pren. iz teme preteklosti vstaja podoba davnih časov\n2. knjiž. duševno stanje nerazsodnosti, obupa: tema se zgrinja nad dušo; tema duha / tema obupa, zmedenosti / v njegovih mislih je tema\n3. knjiž. stanje, ko se preprečuje svoboda, napredek, kritično mišljenje: ljudstvo se upira nasilju in temi / kulturna tema; tema neznanja\n4. zastar., v prislovni rabi izraža veliko količino: na jezeru je tema divjih gosi; kupcev je bilo tema\n● ekspr. toliko jih je, da se tema dela od njih zelo veliko jih je; ekspr. tema se mi dela pred očmi zaradi slabosti, razburjenja se mi zdi, da nič ne vidim; ekspr. lačen sem, da se mi tema dela pred očmi zelo lačen; ekspr. znanstveniki so glede tega pojava dolgo tavali v temi v nevednosti, neznanju; ekspr. to obdobje je še zavito v temo je še nepoznano, neraziskano\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
teníšče,"teníšče -a s (í) zastar. teniško igrišče: s tenišča se sliši tleskanje teniških loparjev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
teríšče,"teríšče -a s (í) \n1. nekdaj kraj, prostor za trenje lanu: terice so se zbrale na terišču\n2. knjiž. kraj, prostor, kjer se stikajo različne stvari, različni interesi in delujejo drug na drugega: to področje je terišče različnih hotenj; terišče treh kultur\n // kraj, prostor, kjer se kaj dogaja: to ozemlje je že od nekdaj terišče vojaških spopadov\n● zastar. vojaki so zbežali s terišča z bojišča\n // kraj, prostor sploh: poiskati terišče, kjer je bil most\n3. knjiž., redko področje: politika je tisto terišče, kjer se rešujejo različni problemi / uveljaviti se na literarnem terišču\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tesnopís,"tesnopís -a m (ȋ) zastar. stenografija: pri zapisovanju uporabljati tesnopis \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tesnopŕsen,"tesnopŕsen -sna -o prid. (ȓ) zastar. ozkoprsen: majhni, tesnoprsni fantje\n // ozkosrčen: tesnoprsni filistri \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
testamentáričen,"testamentáričen -čna -o prid. (á) zastar. oporočen: testamentarična določila\ntestamentárično prisl.: testamentarično komu kaj zapustiti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
téza,"téza2 -e ž (ẹ̄) zastar. natezalnica: dati koga na tezo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tezálnica,"tezálnica -e [tudi u̯n] ž (ȃ) zastar. natezalnica: dati, položiti na tezalnico / tezalnica duha \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
téža,"téža -e ž (ẹ́) \n1. lastnost česa, ki se kaže s pritiskanjem na podlago, z odporom pri dvigu: snov ima prostornino in težo; teža stvari se z oddaljenostjo od zemlje spreminja; počutila se je kakor brez teže\n // velikost te lastnosti: določiti, ugotoviti težo pošiljke s tehtanjem; kontrolirati težo živali med pitanjem; otrok ima za svojo starost pravo, preveliko, ustrezno težo; podatki o velikosti in teži / zelo pazi na svojo težo da ima ustrezno težo; živina izgublja težo, neprav. na teži hujša, postaja lažja\n // kovčka zaradi teže ni mogel premakniti / bruto teža skupna teža blaga in embalaže; čista ali neto teža v katero ni všteta teža embalaže\n // pritisk na kaj zaradi te lastnosti: junca sta začutila težo jarma; veje so se pripogibale pod težo plodov; prenesti težo telesa na eno nogo / z vso težo se je naslonil nanj\n // kar zaradi te lastnosti pritiska na kaj: drevo ni moglo nositi teže, in se je zlomilo; pazil je, da je bilo največ teže na zadnjem delu čolna; pren. ni zmogel teže, ki mu jo je naložilo življenje\n2. neprijeten telesni ali duševni občutek kot ob veliki obremenitvi: noge mu je hromila čudna teža / v želodcu je čutil težo / ni se mogel znebiti teže zaradi zločina občutka krivde, odgovornosti\n3. težavnost: na dohodek vpliva teža dela; teža vzpona na goro / močno občuti težo učiteljskega poklica / lajšati komu težo življenja / teža molka, samote neprijetnost, mučnost\n // z oslabljenim pomenom, s prilastkom poudarja pomen, kot ga izraža prilastek: teža skrbi mu drsi z ramen; nositi vso težo odgovornosti za negativne posledice vso odgovornost\n4. velikost, stopnja zlasti glede na posledice: ugotoviti težo poškodbe / teža postopka, žalitve / opozoriti na težo problema pomembnost, velikost; ekspr. rada ga ima z vso težo svoje ljubezni močjo, silovitostjo\n5. največji, najpomembnejši del dela, odgovornosti, skrbi pri čem: na četo je padla teža napada; glavni igralec nosi vso težo uprizoritve / teža festivala je na klasični glasbi težišče; prevzeti nase vso težo zgodovinske odločitve odgovornost zanjo\n6. publ. vrednost, tehtnost: njegove ugotovitve nimajo teže; ti podatki dajejo publikaciji težo; taki dokazi so brez teže / pripisovati, prisojati čemu preveliko težo pomen; prizadevajo si, da bi dobili primerno težo v mednarodni politiki ugled, veljavo; njegov zagovor ni vzdržal teže dokazov prepričljivosti, trdnosti\n7. zastar. težava: pozabiti na reve in teže / s težo je skočil čez plot\n● ekspr. ne čuti več teže telesa telesne težave ga ne obremenjujejo več; publ. politik v njem je dobival vse večjo težo vedno več se je ukvarjal s politiko; nositi glavno težo dela opravljati največji, najtežji del dela; nesreča ji z vso težo leži na duši jo močno prizadeva; z vso težo je padel na tla z močnim udarcem, sunkom; evfem. rešil se je zemeljske teže umrl je; ekspr. nase je vzel težo njegovega dejanja prevzel je odgovornost, krivdo zanj; ekspr. vreči težo dneva z ramen prenehati misliti na težave v preteklem dnevu; publ. pod težo razmer je moral zapustiti domovino zaradi razmer; bibl. dovolj je dnevu lastna teža vsak dan prinaša toliko skrbi, težav, da se človek ne sme obremenjevati še s skrbmi za prihodnost\n♦ agr. hektolitrska teža žita teža stotih litrov žita; klavna teža teža zaklane živali; živa teža teža žive živali; fiz. teža sila, s katero zemlja privlači telo; specifična teža teža 1 m3 snovi; grad. koristna teža ki jo nosilni gradbeni element lahko nosi poleg stalne teže; jur. teža kaznivega dejanja; kem. atomska teža atomska masa; num. surova teža skupna teža jedra in primesi novca; teh. lastna teža vozila teža praznega vozila; dopustna skupna teža vozila teža, ki jo tehnično zmore vozilo; žel. adhezijska teža sila, s katero pogonske osi vozila pritiskajo na tir\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
téžnja,"téžnja -e ž (ẹ́) prizadevanje za dosego, uresničitev česa: pri njem prevladuje težnja po uspehu; nasprotovati centralističnim težnjam; povezovalne, raznarodovalne težnje; težnja k usklajenosti izraza in vsebine; v delu je vidna težnja, da bi bil problem jasno prikazan\n // publ. želja, hotenje: težnje svobodoljubnih narodov so se izpolnile, uresničile; težnje po novih doživetjih / imeti, izražati, kazati težnjo po čem želeti, hoteti kaj\n● zastar. reševanje gospodarskih teženj težav; publ. ugotavljati težnje razvoja usmerjenost, usmeritev; publ. proizvodnja kaže težnjo upadanja upada \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tíčnik,"tíčnik -a m (ȋ) zastar. ptičnica: izpustiti ptiča iz tičnika; kovinski tičnik \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tínjati,"tínjati -am nedov. (ī) zastar. tleti: ogenj komaj še tinja / v srcu ji tinja sovraštvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
típa,"típa -e ž (ȋ) \n1. tisk. črka za ročno stavljenje: stavec jemlje tipe iz črkovnjaka\n2. zastar. tip: tipa ladje, lokomotive\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tiskálnica,"tiskálnica -e ž (ȃ) zastar. \n1. tiskalni stroj: lesena tiskalnica; prva rotacijska tiskalnica\n2. tiskarna: tiskalnica ni imela dovolj malih črk\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tiščàv,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n tiščàv -áva -o prid. (ȁ á) zastar. vsiljiv, nadležen: sosed je tiščav človek \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tlák,"tlák2 -a m (ȃ) \n1. obloga na trdni, utrjeni površini, namenjeni za hojo, vožnjo: narediti, obnoviti, poškodovati tlak; polagati tlak; betonski, kamnit, opečnat tlak; tlak iz keramičnih ploščic; kocke za tlak / hoditi po tlaku / cerkveni tlak; cestni tlak\n // del te obloge, navadno iz betona, za nameščanje, pritrjevanje talnih oblog: hiša še nima tlakov / brusiti, izravnavati tlake\n♦ grad. venecijanski tlak\n2. zastar. tla, pod: otrok se je igral na ilovnatem tlaku v hiši\n3. zastar. pločnik: stopati po tlaku ob hišah\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tlápnja,"tlápnja -e ž (á) zastar. \n1. blodnja, privid: zanj so bili ideali le tlapnje\n2. govoričenje, blebetanje: take besede so navadna tlapnja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tobák,"tobák -a m (ȃ) \n1. enoletna kulturna rastlina z velikimi listi, ki vsebujejo nikotin, ali njeni listi: tobak cvete; sušiti in rezati tobak; obirati tobak; nasadi tobaka / makedonski tobak\n2. posušeni listi te rastline, pripravljeni za kajenje, njuhanje, žvečenje: kaditi, njuhati, žvečiti tobak; natlačiti pipo s tobakom; klobasa, ščepec tobaka; kupiti zavojček tobaka; duh po tobaku / ekspr. prepovedali so mu tobak kajenje; prodajalec tobaka tobačnih izdelkov\n● zastar. piti tobak kaditi; zastar. sedel je in pokal tobak iz kratke pipe kadil; ekspr. to ni vredno pipe tobaka to je vredno zelo malo, nič\n♦ bot. kmečki tobak gojena rastlina z zelenkasto rumenimi cveti, Nicotiana rustica; navadni tobak kulturna rastlina z velikimi listi in rdečimi cveti v latu, Nicotiana tabacum; kem. fermentacija tobaka\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tobakêra,"tobakêra -e ž (ȇ) zastar. tobačnica: vzeti ščepec tobaka iz tobakere \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tódi,"tódi prisl. (ọ̄) zastar. tod: todi so si utrli novo pot / iti od todi odtod \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tóga,"tóga2 -e ž (ọ́) zastar. žalost: čutiti veliko togo; bridka, grenka toga / kmalu je bilo konec vseh tog in nadlog skrbi in težav \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
togováti,"togováti -újem nedov. (á ȗ) zastar. žalovati, tožiti: ne toguj, kmalu se vrnemo; mati toguje po sinu / togovati za starimi časi \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
toleránčen,"toleránčen -čna -o prid. (ȃ) \n1. nanašajoč se na toleranco: tolerančna stopnja\n2. med. ki ga organizem prenese brez (večjih) negativnih posledic: tolerančna doza zdravila, sevanja\n● zastar. tolerančna hiša javna hiša\n♦ teh. tolerančno polje dopustna razlika med predpisanimi in doseženimi merami česa; zgod. tolerančni patent v stari Avstriji zakon, izdan leta 1781, s katerim je protestantom, kalvincem in pravoslavnim dovoljeno zasebno opravljanje bogoslužja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tólikanj,"tólikanj prisl. (ọ̑) star. \n1. toliko: tolikanj ni nihče prispeval za gradnjo / kesala se je, ker mu je tolikanj zaupala / bil je tolikanj gospodarja, da je znal ceniti zemljo / ta povest se ne odlikuje tolikanj po zgodbi, kolikor po značajih\n● zastar. kolikanj bolj nesrečna je, tolikanj bolj je vredna usmiljenja kolikor bolj nesrečna je, toliko bolj je vredna usmiljenja\n2. tako: to za nas ni bilo tolikanj zanimivo; tolikanj se jim je prikupil, da so ga povabili na obisk\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tolíti,"tolíti tólim nedov. (ī ọ́) zastar. tolažiti: toliti jokajočega otroka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
toplíca,"toplíca -e ž (í) \n1. mn. zdravilišče z vodo toplega izvira, vrelca: iti v toplice; zdraviti se v toplicah; znane toplice\n2. knjiž. topli izvir, vrelec: odkriti toplico\n // voda toplega izvira, vrelca: kopati se v toplici; zdravilišče s toplico\n3. zastar. topla greda: gojiti rože v toplici\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
toplína,"toplína -e ž (í) \n1. kar izraža topel, prijazen odnos: pogrešati, začutiti toplino; človeška toplina; čustvena toplina / s toplino opisovati koga\n2. lastnost, značilnost toplega, prijaznega: toplina besed; toplina doma\n3. star. toplota: blaga aprilska toplina\n● zastar. zjutraj so namerili toplino devet stopinj temperaturo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
toplínski,"toplínski -a -o prid. (ȋ) zastar. temperaturen: toplinske spremembe \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tôpol,"tôpol -óli ž (ó ọ̑) zastar. topol m: sedel je na klopi pod topoljo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
toríšče,"toríšče -a s (í) knjiž., navadno s prilastkom \n1. celota pojavov, stvari, na katero se nanaša, je usmerjeno človekovo delovanje, ustvarjalnost; področje: znanje z naravoslovnega torišča; zbornik vsebuje članke z različnih torišč\n // dejavnost, delo v okviru take celote: raziskovanje in razstavljanje sta dve torišči muzejskega dela / delovno torišče psihologije / z oslabljenim pomenom uspešno se uveljaviti na torišču športa v športu\n2. kraj, prostor, kjer se kaj dogaja: lovska družba je določila torišče naslednjega lova\n● zastar. pričakati sovražnika na torišču bojišču\n // kraj, prostor sploh: izkopavanja na torišču stare prestolnice\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
továriš,"továriš -a m (ȃ) \n1. oseba v razmerju do druge osebe, s katero kaj skupaj dela: dati navodila tovarišem; pomagati tovarišem pri vzponu na vrh gore; pri vožnji je prehitel tovariše; skrbeti za ranjenega tovariša; bojni, lovski, plezalni tovariš; tovariš na straži, pri igri / sodili so uporniku Janezu Gradniku in njegovim tovarišem\n // oseba v razmerju do ženske, s katero živi v življenjski skupnosti: poiskati si tovariša / zakonski, življenjski tovariš\n // oseba v razmerju do druge osebe, s katero je kje skupaj sploh: prebuditi tovariše v celici; popotni, sobni tovariši; tovariši iz razreda / ekspr. knjiga mu je ob samotnih večerih edini tovariš\n2. oseba v razmerju do druge osebe, ki pripada isti skupnosti, ima isti poklic, položaj: miličniku se je pridružil še en tovariš; rudarji so si prizadevali rešiti zasute tovariše; zavračati prenapeta stališča tovarišev v stranki / klubski, poklicni, stanovski tovariš; poslovni tovariš poslovni partner\n // ekspr. slon je s trobljenjem poklical tovariše druge slone\n // oseba v razmerju do druge osebe, ki ima enak družbeni položaj: revolucija je ljudi izenačila, vsi so si tovariši; to si lahko dovoli le med tovariši; pogovorili so se kot tovariši\n // oseba v razmerju do druge osebe, ki je v istem stanju: tovariš v bridkosti, nesreči\n3. oseba v razmerju do druge osebe, s katero se prijateljsko druži: posloviti se od tovarišev; oditi na vas k tovarišem; imeti dobre, slabe tovariše; tovariši iz otroških let\n4. naslov za odraslega moškega: med pogovorom je vstopil neki tovariš; predstaviti neznanega tovariša / kot nagovor tovariš, pokažite dokumente; kot pristavek k imenu, poklicu: tovariš profesor; pokličite tovariša Petra\n // pog. politični funkcionar: povabili so tovariše z občine; tovariši na vodilnih mestih; šalj. ne ve se, kaj bodo odločili gospodje tovariši\n5. žarg., šol. učitelj, profesor: tovariš je spraševal; opravičiti se tovarišu; tovariš za angleščino\n● zastar. trgovec ga je vzel za tovariša družabnika\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tradírati,"tradírati -am nedov. in dov. (ȋ) \n1. jur. izročati: tradirati komu denar\n2. zastar. predavati: tradirati rimsko pravo / tradirati zgodbo pripovedovati\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
traktírati,"traktírati -am nedov. in dov. (ȋ) zastar. \n1. obravnavati: traktirati vprašanje v tisku / traktirati koga s spoštovanjem / take poskuse traktiram kot nasilje imam, štejem za nasilje\n2. obdelovati, mučiti: traktirati koga z bičem, zaušnicami\n3. gostiti, streči: traktirati goste s pogačo; dobro so se traktirali\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tránča,"tránča -e ž (ȃ) zastar. zapor, ječa: biti zaprt v tranči / grajska, mestna tranča \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
transferírati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n transferírati -am dov. in nedov. (ȋ) \n1. fin. prenesti devizna sredstva ali druge vrednosti na račun koga iz druge države: transferirati pokojnino; banka je znesek takoj transferirala / transferirati v tujino\n2. zastar. premestiti: transferirati uslužbenca\ntransferíran -a -o: transferirani vojaki; zlato je transferirano\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trapílo,"trapílo -a s (í) zastar. mučilna priprava, mučilo: ležati na trapilu; srednjeveška trapila\n♦ etn. majolika, vrček z luknjico zgoraj, da pri pitju steče pijača pivcu v obraz \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trápiti,"trápiti -im nedov. (á ȃ) \n1. ekspr. mučiti: trapiti koga z ljubosumnostjo, očitki; trapi se s spomini / trapiti koga s težkim delom; trapiti se z inštrukcijami / trapi ga bolezen, lakota\n● zastar. menihi so trapili svoje telo trpinčili; star. trapiti si glavo beliti si glavo\n2. pog. mešati, begati: trapiti koga z obljubami / časopisi trapijo ljudi z vsem mogočim\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
tŕdenje,"tŕdenje -a s (ŕ) glagolnik od trditi, izražati: vztrajno trdenje iste stvari / zastar. neresničnost trdenja trditve \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdína,"trdína -e ž (í) \n1. knjiž. trden, suh svet, trdna, suha tla: izvlekli so vola iz močvirja na trdino\n2. nar. trava, ki raste na suhem, slabem svetu: kositi trdino\n3. zastar. trdota: preizkušati trdino kake snovi\n● knjiž. mornarji so zagledali trdino kopno\n♦ metal. zelo trda zlitina zlasti iz karbidov\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdíti,"trdíti in tŕditi -im nedov. (ī ŕ) izražati kako misel, kot da je v skladu z resničnostjo: če on to trdi, bo že res; trdi, da je dolg že vrnil; pogumno, utemeljeno, vztrajno kaj trditi; tega ni mogoče z gotovostjo trditi / ekspr. obtožnica trdi, da je kriv / ljudje trdijo o njem čudne reči govorijo, pripovedujejo; strokovnjaki trdijo, da je pesem nastala v začetnem obdobju pesnikovega ustvarjanja mislijo, menijo; ekspr. predstava je dobra, lahko trdim, zelo dobra rečem\n● ekspr. če pravim jaz, da je belo, trdi on, da je črno najini mnenji si popolnoma nasprotujeta; ekspr. nočem trditi, da ste vi vsega krivi izraža omilitev povedanega; ekspr. še vedno trdi svojo vztraja pri tem, kar je rekel; zastar. trditi kako vero priznavati, izpovedovati\ntrdé zastar.: ugovarjal mu je, trde, da še ni prepozno\ntrdèč -éča -e: branil ga je pred drugimi, trdeč, da je pošten človek\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdnják,"trdnják -a m (á) zastar. srebrnik, zlatnik: dal mu je vrečo rumenih trdnjakov \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdôba,"trdôba -e ž (ó) zastar. trdost: trdoba tkiva / očitati komu trdobo strogost, neprizanesljivost\n // trdoba kmečkega stanu težavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdokórec,"trdokórec -rca m (ọ̑) zastar. neroden, okoren človek: bil je pravi trdokorec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdokóren,"trdokóren -rna -o prid. (ọ́ ọ̄) zastar. \n1. neroden, okoren: trdokoren, a dobrodušen človek\n2. trmast, svojeglav: bil je trdokoren, niso ga mogli pregovoriti\ntrdokórno prisl.: trdokorno se je držal pravil; trdokorno se premikati\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
trdokórnost,"trdokórnost -i ž (ọ́) zastar. \n1. nerodnost, okornost: otresti se trdokornosti\n2. trma, svojeglavost: motila ga je sinova trdokornost in prenapetost\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
